Word,Freq,Rank
உத்தியோகத்தருக்கு,73,253
பிரதம,73,254
கௌரவ,72,255
கால,72,256
வழங்கப்படும்,72,257
பிரிவில்,72,258
பரீட்சை,71,259
மூன்று,71,260
தற்போது,71,261
ஆசிரியர்,71,262
ம்,71,263
கூடாது,71,264
ஆமெனில்,71,265
நிகழ்ச்சிகள்,70,266
ஊடக,70,267
அதற்காக,70,268
நிரந்தர,70,269
என்,70,270
பணம்,70,271
வெவ்வேறாக,70,272
அறிவாரா,70,273
நிகழ்ச்சித்,69,274
இருந்து,69,275
வரவு,69,276
பெயர்கள்,69,277
தொடர்பில்,69,278
பரிசீலனை,69,279
சந்தர்ப்பங்களில்,69,280
வழங்கப்பட்டுள்ள,69,281
பணத்,69,282
பொது,69,283
ஒன்று,68,284
குழு,67,285
பிரகாரம்,67,286
வீதி,67,287
அதிபர்,67,288
பூர்த்தி,66,289
திட்டம்,66,290
சபையின்,66,291
நிறுவனத்தின்,66,292
குறைந்த,66,293
தனித்தனியாக,66,294
வழங்கப்படுகின்ற,66,295
இன்றேல்,66,296
மு,66,297
உங்களுக்கு,66,298
அரசகரும,65,299
நிலை,65,300
அவர்களின்,65,301
அறிவித்தல்,65,302
மோட்டார்,65,303
சேர்த்து,65,304
அறியத்,65,305
வியாபாரப்,65,306
ஒழுங்கு,64,307
முறையில்,64,308
கட்டணம்,64,309
செய்வதற்கு,64,310
கற்கை,64,311
நடவடிக்கைகளை,63,312
குறிப்பிட்ட,63,313
சம்பந்தமாக,63,314
கணக்காய்வாளர்,63,315
குடியரசின்,63,316
நாவலபிட்டிய,63,317
இச்சபையில்,63,318
தொடர்பில்,63,319
நிர்வாக,62,320
அடையாள,62,321
க,62,322
கடந்த,62,323
செலுத்த,62,324
கடமை,62,325
பண்ட,62,326
ஒளிபரப்பு,61,327
எடுப்பாரா,61,328
பொருளாதார,61,329
அவ்வாறாயின்,61,330
ஏற்பாடு,60,331
தலைமை,60,332
ஜீ,60,333
நியமனம்,60,334
வாசிக்கப்படும்,60,335
பொருட்டு,59,336
எனினும்,59,337
அங்கீகாரம்,59,338
வரும்,58,339
வர்த்தமானியில்,58,340
கௌரவ,58,341
யாதென்பதையும்,58,342
மாவட்டத்தில்,57,343
இணைந்த,57,344
தொலைக்காட்சி,57,345
தருமாறு,57,346
பிரசுரிக்கப்பட்டதும்,57,347
உதவியாளர்,56,348
வருமானம்,56,349
தொடர்பாடல்,56,350
செய்வதற்காக,56,351
மருத்துவ,56,352
ஓய்வூதிய,56,353
காரணங்கள்,56,354
சம்பளமற்ற,56,355
நடவடிக்கைகளுக்காக,56,356
காணி,56,357
மின்வலு,56,358
வேண்டுமென,55,359
மாத்திரம்,55,360
சேவையின்,55,361
வழங்கும்,55,362
வேலை,55,363
தினம்,55,364
மாதாந்த,55,365
மாகாணக்,55,366
ஒருமைப்பாட்டு,54,367
கணக்கு,54,368
ஊக்குவிப்பு,54,369
ஏதேனும்,54,370
சந்தர்ப்பத்தில்,54,371
நீர்,54,372
வாக்களிப்பு,54,373
பிரதிகள்,53,374
திட்டத்தின்,53,375
பதில்,53,376
சம்பந்தப்பட்ட,53,377
தகவல்களை,53,378
செய்யப்படும்,53,379
ஆரம்ப,53,380
நடைபெறும்,53,381
நேரம்,53,382
அளவு,53,383
சேவைக்,53,384
ஒன்றை,53,385
நிறுவனங்கள்,52,386
அமைந்துள்ள,52,387
பல்வேறு,52,388
மகளிர்,52,389
உயர்,52,390
என்று,52,391
அறிக்கையை,52,392
தமது,51,393
தனியார்,51,394
மேற்குறிப்பிட்ட,51,395
ஊழியர்களின்,51,396
அதற்கான,51,397
மணிக்கு,51,398
தருகிறேன்,51,399
கைத்தொழில்,51,400
வசதிகள்,50,401
அனுப்பி,50,402
உரிமை,50,403
உப,50,404
வழங்கல்,50,405
செயலாளரின்,50,406
படிவம்,50,407
பெற்றுக்கொள்ள,50,408
அமைச்சரால்,50,409
வர்த்தமானப்,50,410
பத்திரிகையில்,50,411
நிலைய,49,412
எமது,49,413
அதன்படி,49,414
விற்பனை,49,415
வங்கி,49,416
போது,49,417
உறுப்பினர்,49,418
விதத்தில்,49,419
மே,49,420
ஒருவரின்,49,421
கடிதத்துடன்,49,422
இடம்,48,423
தொழில்நுட்ப,48,424
என்பன,48,425
–,48,426
அவ்வாறான,48,427
டீ,48,428
அறிவிக்கின்றேன்,48,429
ஸ்ரீ,48,430
கூட்டிணைத்தல்,48,431
அதில்,47,432
தயாரித்தல்,47,433
பதவிக்கு,47,434
மிகவும்,47,435
சேவைக்கு,47,436
விஞ்ஞான,47,437
பாடசாலைகளில்,47,438
ஒதுக்கீடு,47,439
குடியரசு,47,440
கொடுக்க,47,441
ஒழுங்குவிதிகள்,47,442
கோறளை,47,443
இரு,46,444
போன்ற,46,445
கொடுத்தல்,46,446
சீ,46,447
மேலதிகமாக,46,448
நாள்,46,449
ஒப்பந்தம்,46,450
விண்ணப்பப்,46,451
பெற்றுக்கொள்ளல்,46,452
அறியத்தருகின்றேன்,46,453
கூறுவாரா,46,454
உற்பத்தி,45,455
திகதியில்,45,456
பணிப்பாளர்கள்,45,457
தாபனப்,45,458
கல்விச்,45,459
திருத்தம்,45,460
உதவிப்,45,461
நிர்மாணப்,45,462
வீடமைப்பு,45,463
கட்டணங்கள்,44,464
ஆவணங்கள்,44,465
நிறைவு,44,466
தனிப்பட்ட,44,467
பெறும்,44,468
வெளியிடப்பட்டதும்,44,469
அவர்களுக்கு,43,470
கீழே,43,471
சர்வதேச,43,472
இந்தக்,43,473
வர்த்தக,43,474
பதவியில்,43,475
மீள,43,476
தற்காலிக,43,477
பஸ்பாகே,43,478
அமைச்சரும்,43,479
அமைவாக,42,480
கொள்வதற்கு,42,481
ஒன்றினை,42,482
வருகை,42,483
நாட்கள்,42,484
வருட,42,485
சிரேஷ்ட,42,486
வழங்குவதற்கு,42,487
இறுதி,42,488
செலுத்தப்படும்,42,489
இருப்பின்,42,490
மாத்திரமே,42,491
மாத,42,492
எத்தனை,42,493
பயணச்,42,494
பிரயாணச்,42,495
திகதியுடைய,42,496
அறவீட்டுச்,42,497
கொழும்பு,41,498
கணக்காய்வு,41,499
இந்தப்,41,500
சட்ட,41,501
மேலே,41,502
கூட்டுத்தாபனத்தின்,41,503
ஐ,41,504
தகவல்கள்,41,505
முதலீடு,41,506
உறுப்புரையின்,41,507
பொறுப்பான,41,508
உட்பிரிவின்,41,509
மணி,41,510
வலயக்,41,511
மாகாணம்,41,512
மட்டத்தில்,40,513
செய்த,40,514
சிபாரிசு,40,515
தேர்தல்,40,516
மிக,40,517
விலை,40,518
மத,40,519
முதலீட்டு,40,520
அலுவலகம்,40,521
எரிபொருள்,40,522
நிலையியற்,40,523
1kg,40,524
ரவி,40,525
பங்களிப்பு,39,526
இருக்கும்,39,527
கொள்ளும்,39,528
பொருத்தமான,39,529
ஆகக்,39,530
இசை,39,531
அரசாங்கத்தின்,39,532
முகாமையாளர்,39,533
தவணைக்,39,534
அவரின்,39,535
இடமாற்றம்,39,536
அரைச்,39,537
லீவுகள்,39,538
கருணாநாயக்க,39,539
இப்பாராளுமன்றம்,39,540
தீர்மானிக்கின்றது,39,541
நடைபெற்ற,38,542
நிலையங்கள்,38,543
கலந்து,38,544
ஒரே,38,545
இளைஞர்,38,546
இதற்காக,38,547
வீதம்,38,548
உத்தியோகத்தர்களுக்கு,38,549
இருத்தல்,38,550
வரி,38,551
அங்கீகரிக்கப்பட்ட,38,552
அறவீடு,38,553
தவணை,38,554
தவிர்ந்த,38,555
காலப்பகுதியில்,38,556
ஏற்பட்ட,38,557
ஒருவரை,38,558
இணைத்து,38,559
ஒன்றில்,38,560
லீவினைப்,38,561
பிரயாணம்,38,562
அனுப்பப்பட்ட,38,563
வலய,38,564
கணக்காளர்,38,565
தெரிவிப்பாரா,38,566
—,38,567
ஒற்றோபர்,38,568
சிங்கள,37,569
ஆசிரியர்கள்,37,570
முதியோர்,37,571
உள்ளிட்ட,37,572
தரம்,37,573
பதிலாக,37,574
செயலாளருக்கு,37,575
என்பது,37,576
பாடநெறி,37,577
போக்குவரத்து,37,578
சமர்ப்பித்தல்,37,579
கூட்டுத்தாபனம்,37,580
மாவட்டத்தின்,37,581
முடிவடையும்,37,582
செலுத்தப்பட்ட,37,583
அதிகாரம்,37,584
திகதியன்று,37,585
செய்யப்பட்டுள்ள,37,586
பத்திரம்,37,587
ஜயசேகர,37,588
காரியாலயத்தில்,36,589
சில,36,590
இதற்கு,36,591
பாராளுமன்ற,36,592
பெறுகின்ற,36,593
அரசின்,36,594
செய்வதற்கான,36,595
தொடர்புடைய,36,596
தொகையை,36,597
இன்,36,598
காலத்திற்கு,36,599
அதனை,36,600
செலுத்தப்பட,36,601
அவ்வாறே,36,602
தீர்மானம்,36,603
பெற்றுத்,36,604
நாவலப்பிட்டிய,36,605
பொலிஸ்,35,606
நிகழ்ச்சிகளை,35,607
இல்,35,608
செய்யப்பட்டுள்ளது,35,609
செயலாளர்கள்,35,610
முன்னேற்ற,35,611
வைத்தல்,35,612
அடிப்படை,35,613
அபிவிருத்திக்கு,35,614
பல,35,615
தான்,35,616
அலுவலக,35,617
மாதாந்தம்,35,618
க்கு,35,619
கண்டி,35,620
கொடுப்பனவு,35,621
எல்,35,622
அமைச்சரவையின்,35,623
பெறுமதி,35,624
மீது,35,625
நிதிச்,35,626
விபரங்கள்,35,627
செலுத்துதல்,35,628
குற்றவியல்,35,629
தொடர்புடையது,35,630
சக்தி,35,631
காரியாலய,35,632
கருத்திட்டங்கள்,35,633
மொழிக்,34,634
இதுவரை,34,635
எனும்,34,636
வசதிகளை,34,637
எதிர்காலத்தில்,34,638
தயாரிக்கப்பட்ட,34,639
அபிவிருத்திக்,34,640
நாயகத்தின்,34,641
அனுமதிக்கப்பட்ட,34,642
கொள்வதற்காக,34,643
நி,34,644
ஆசிரிய,34,645
தொடக்கம்,34,646
வருகின்ற,33,647
கீழான,33,648
ஆய்வு,33,649
இறக்குமதி,33,650
நிலையில்,33,651
வருடத்தின்,33,652
வாடகை,33,653
கூட்டிணைக்கப்பட்ட,33,654
முடியாத,33,655
திகதியிலிருந்து,33,656
இ,33,657
தகைமைகள்,33,658
கிடைக்கப்,33,659
மாத்திரமேயாகும்,33,660
பின்,33,661
அமய,33,662
செல்லும்,33,663
எனவே,33,664
=,33,665
கட்டாய,33,666
தொடர்பாக,33,667
என்னிடம்,33,668
தேசியப்,33,669
புத்திக,33,670
நிறுவனங்களின்,32,671
ஆணைக்குழு,32,672
ரீதியில்,32,673
உத்தியோகத்தர்களின்,32,674
அவை,32,675
குழுவின்,32,676
கடிதங்கள்,32,677
விவசாய,32,678
சாதாரண,32,679
நன்மைகள்,32,680
மின்,32,681
கொள்முதல்,32,682
குறித்து,32,683
உதவிச்,32,684
உடனடியாக,32,685
சபைக்கு,32,686
கிடையாது,32,687
எண்,32,688
உங்களது,32,689
கொள்வனவு,32,690
பஸ்பாகெ,32,691
தயாசிறி,32,692
ஏன்,32,693
அரசாங்கத்திற்கும்,32,694
முதலீடுகளை,32,695
மேம்படுத்துவதற்கும்,32,696
அங்கீகரிக்கப்படுதல்,32,697
தேயிலைச்,32,698
மேல்,31,699
நீதி,31,700
மாணவர்கள்,31,701
உறுதி,31,702
மேற்பட்ட,31,703
சபையில்,31,704
பாடசாலைகள்,31,705
இவ்வாறு,31,706
எந்தவொரு,31,707
பந்தி,31,708
முடியாது,31,709
சட்டங்களின்,31,710
எனவும்,31,711
அந்தக்,31,712
சமர்ப்பிக்கப்பட்ட,31,713
கல்வித்,31,714
முகவரி,31,715
வேண்டுகிறேன்,31,716
மாவட்டச்,31,717
அரசினாலும்,31,718
சுதேசிகளினாலும்,31,719
கட்டியமைக்கப்பட்ட,31,720
கம்பனிகளினாலும்,31,721
கழகங்களினாலும்,31,722
காப்பதற்குமாக,31,723
கைச்சாத்திடப்பட்டதும்,31,724
2011.09.07,31,725
ஒப்பந்தமானது,31,726
கொள்கை,30,727
செய்யப்பட்டது,30,728
தொடக்கம்,30,729
சிங்களம்,30,730
மாதிரி,30,731
வடக்கு,30,732
சேர்ந்த,30,733
அதே,30,734
பிரிவினால்,30,735
இருந்த,30,736
வேலைத்திட்டம்,30,737
வாகன,30,738
ஈ,30,739
எடுக்கும்,30,740
மின்சார,30,741
பெறப்பட்டுள்ளது,30,742
காப்புறுதி,30,743
எதிராக,30,744
வள,30,745
குறிப்பிட்டுள்ள,30,746
தகைமை,30,747
பெற்றுள்ள,30,748
உயர்வு,30,749
அமைச்சரினால்,30,750
வழங்கப்பட,30,751
தரத்தில்,30,752
தலைவருக்கு,30,753
வேறொரு,30,754
உள்ளூராட்சி,30,755
அறியத்தருகிறேன்,30,756
விமான,30,757
நிர்மாண,30,758
அனர்த்த,30,759
பத்திரண,30,760
31ஆம்,30,761
பணிகளை,29,762
கிழக்கு,29,763
உட்பட,29,764
அதாவது,29,765
மாணவர்களின்,29,766
அறிக்கைகள்,29,767
பயணம்,29,768
பழைய,29,769
வழங்குவதற்காக,29,770
அடுத்த,29,771
கிராமிய,29,772
தர,29,773
உள்நாட்டு,29,774
எல்லா,29,775
வார,29,776
இத்தால்,29,777
லங்கா,29,778
வரையிலான,29,779
பொறியியல்,29,780
சம்பளத்தை,29,781
கடிதத்தில்,29,782
காரணம்,29,783
மாதத்திற்கு,29,784
வேண்டி,29,785
கட்டளையின்,29,786
ஒன்றின்,29,787
விசாரணை,29,788
நபர்,29,789
இலங்கைத்,29,790
வது,29,791
அமர்வு,29,792
வித்தியாலயம்,29,793
பிரேரணை,29,794
எதிர்கால,28,795
திட்டங்கள்,28,796
இவ்,28,797
தபால்,28,798
உ,28,799
தொலைபேசி,28,800
தற்காலிகமாக,28,801
பொருட்கள்,28,802
ஆவணங்களை,28,803
உபகரணங்கள்,28,804
மொத்த,28,805
முற்பணம்,28,806
தற்போதைய,28,807
பதவியின்,28,808
ஆ,28,809
குறிப்பிடப்பட்டுள்ளவாறு,28,810
வயது,28,811
முழுச்,28,812
சம்பளத்துடனான,28,813
ஒப்பம்,28,814
அதிபர்கள்,28,815
பாடசாலைகளின்,28,816
உத்தியோகத்தர்,28,817
கோரளை,28,818
ஏற்றுக்கொள்வாரா,28,819
பொருட்டு,28,820
நவெம்பர்,28,821
ஆலோசகர்களின்,28,822
இவர்களுக்கு,28,823
பிரிவிற்கமையவும்,28,824
மூலமாக,27,825
மக்களுக்கு,27,826
பிறப்புச்,27,827
கீழ்வரும்,27,828
சபைகள்,27,829
நிறுவனத்தினால்,27,830
முதலாம்,27,831
நேரடி,27,832
என்பவற்றை,27,833
துறையில்,27,834
தயாரித்து,27,835
எதிர்பார்க்கப்படும்,27,836
திட்ட,27,837
பொதுவாக,27,838
கடிதத்தின்,27,839
அவரை,27,840
ஒன்றுக்கு,27,841
கட்டளைச்,27,842
சனாதிபதியினால்,27,843
யாதேனுமொரு,27,844
திருத்தச்,27,845
சனவரி,27,846
வழங்கிய,27,847
செலவுத்,27,848
தொலைபேசி,27,849
மேற்கொள்ளப்படும்,27,850
உங்களின்,27,851
38ஆம்,27,852
சமர்ப்பிக்கப்பட்டதும்,27,853
அதிபதியின்,27,854
ஏற்படும்,26,855
ஆரம்பிக்கப்பட்ட,26,856
கூட்டம்,26,857
பராமரிப்பு,26,858
விழா,26,859
மூன்றாம்,26,860
மேற்,26,861
%,26,862
பங்கு,26,863
அட்டை,26,864
கூட்டுத்தாபன,26,865
ரூபவாஹினிக்,26,866
நாடகம்,26,867
பரீட்சையில்,26,868
பின்வருமாறு,26,869
வருமான,26,870
உள்ளூர்,26,871
ஒதுக்கப்பட்ட,26,872
கொடுப்பனவுகள்,26,873
அரசாங்கத்தினால்,26,874
நியமிப்புச்,26,875
தாபன,26,876
செய்யப்படுகின்ற,26,877
பெற,26,878
மாதிரிப்,26,879
அனுப்புதல்,26,880
ஒழுக்காற்று,26,881
பணத்தை,26,882
லீவினை,26,883
மேற்கூறப்பட்ட,26,884
சேவையாற்றுகின்ற,26,885
ஆரம்பக்,26,886
காலி,26,887
குமார,26,888
ED,26,889
நடத்த,26,890
சொந்தமான,26,891
தொழில்,26,892
பணத்தொகை,26,893
1971ஆம்,26,894
2008.12,26,895
அதிகாரசபைச்,26,896
இற்றைவரை,26,897
சட்டக்கோவை,26,898
சுற்றறிக்கை,25,899
வருடம்,25,900
எழுத்து,25,901
மாணவர்,25,902
பயன்படுத்தி,25,903
ஆணைக்குழுவின்,25,904
போட்டி,25,905
உணவு,25,906
குறிப்பு,25,907
பல்கலைக்கழக,25,908
பெறுவதற்கு,25,909
வட்டி,25,910
முகாமைத்துவம்,25,911
I,25,912
III,25,913
தலைவரின்,25,914
நாடு,25,915
நிலைமை,25,916
பதவிநிலை,25,917
நிபந்தனைகள்,25,918
அத்தியாயத்தின்,25,919
மேலதிகச்,25,920
அளவை,25,921
மீளச்,25,922
விதிகள்,25,923
ஜே,25,924
அனுப்புகிறேன்,25,925
சுற்றாடல்,25,926
சாசன,25,927
மனித,24,928
வருடத்தில்,24,929
பொறுப்பு,24,930
அறிந்து,24,931
அமைச்சினால்,24,932
காணப்படுகின்ற,24,933
போன்று,24,934
சுற்று,24,935
ஆட்சேர்ப்பு,24,936
அதிகாரசபைகள்,24,937
அடங்கிய,24,938
ஆங்கில,24,939
செலவுகள்,24,940
ஆண்டுகளில்,24,941
பிரிவுகளின்,24,942
தயாரிப்பு,24,943
தரத்திற்கு,24,944
பெரேரா,24,945
சி,24,946
வெளியே,24,947
ஊழியர்கள்,24,948
செலுத்தி,24,949
பயன்படுத்த,24,950
அளவுத்,24,951
படிகள்,24,952
ஏதேனுமொரு,24,953
படிவத்தில்,24,954
சேவையிலிருந்து,24,955
என்றும்,24,956
இருக்க,24,957
பெற்றுக்கொடுக்க,24,958
மஹிந்த,24,959
உத்தியோகபூர்வ,24,960
கருத்திட்டம்,24,961
அமைச்சருமானவரைக்,24,962
உறுப்புரையுடன்,24,963
அச்சட்டத்தின்,24,964
மொத்தப்,24,965
பெருந்தோட்டக்,24,966
பெறுதகு,24,967
வலு,24,968
நடைமுறைப்படுத்தல்,23,969
அதற்கேற்ப,23,970
பிரிவுகள்,23,971
சேவையை,23,972
பெண்,23,973
நடைமுறை,23,974
கருத்திட்ட,23,975
நேர,23,976
வழிகாட்டல்,23,977
அறிக்கையும்,23,978
பிரதேசத்தில்,23,979
இறுதியில்,23,980
பரிந்துரை,23,981
ரூபவாஹினி,23,982
வாகனம்,23,983
துறை,23,984
ஜனவரி,23,985
குறிப்பிடப்பட்ட,23,986
காலத்தை,23,987
சுற்றுலா,23,988
பரிசோதனை,23,989
காலத்தில்,23,990
அவற்றின்,23,991
எடுக்கப்படும்,23,992
ஆட்சேர்ப்புத்,23,993
மேற்கொள்ளுமாறு,23,994
அதிகாரிக்கு,23,995
பரீட்சைக்கு,23,996
காலத்திற்குள்,23,997
செய்யுமாறு,23,998
முடிவது,23,999
செல்வதற்கு,23,1000
அனுப்ப,23,1001
முந்திய,23,1002
செலவினம்,23,1003
வங்கியின்,23,1004
குழுவினால்,23,1005
கொள்கிறேன்,23,1006
ஒத்துழைப்பை,23,1007
அரசக௫ம,23,1008
ஒ,23,1009
எப்போது,23,1010
செயற்பாடுகள்,22,1011
செய்யப்பட்டு,22,1012
சமமான,22,1013
பிரிவுகளில்,22,1014
மேற்கொள்ளப்படும்,22,1015
கருத்திட்டத்தின்,22,1016
புதிதாக,22,1017
ஐந்து,22,1018
வேலைகள்,22,1019
தொழில்நுட்பம்,22,1020
முழு,22,1021
ஜூன்,22,1022
முறை,22,1023
வருடங்கள்,22,1024
பாதுகாப்புச்,22,1025
வி,22,1026
அந்தப்,22,1027
மதிப்பீட்டு,22,1028
சேவைப்,22,1029
மாட்டாது,22,1030
அறிக்கையின்,22,1031
என்னும்,22,1032
கடமைகளை,22,1033
ஓய்வூதியம்,22,1034
எல்லை,22,1035
எந்த,22,1036
வினைத்திறன்காண்,22,1037
சம்பளப்,22,1038
சம்பளத்துடன்,22,1039
இல்லை,22,1040
ஒதுக்கப்பட்டுள்ள,22,1041
1.00,22,1042
நில,22,1043
சீட்டுக்கள்,22,1044
விண்ணப்ப,22,1045
எடுக்குமாறு,22,1046
இணைக்கப்பட்டுள்ளது,22,1047
உள்ளகக்,22,1048
தே,22,1049
பெளத்த,22,1050
பட்டுள்ளது,22,1051
கட்டிடம்,22,1052
வீர,22,1053
கூட்டுறவு,22,1054
பச்பாகே,22,1055
வீடுகள்,22,1056
எரிசக்தி,22,1057
கணக்குகளும்,22,1058
இச்,21,1059
அந்தந்த,21,1060
அத்துடன்,21,1061
நிலையத்தில்,21,1062
சுமார்,21,1063
பகுதி,21,1064
மாணவர்களுக்கு,21,1065
முன்னேற்றத்தை,21,1066
திணைக்கள,21,1067
எடுத்து,21,1068
இடையே,21,1069
அறிக்கையில்,21,1070
மாடி,21,1071
டிப்ளோமா,21,1072
நான்கு,21,1073
செய்கின்ற,21,1074
முழுமையான,21,1075
ரத்நாயக்க,21,1076
மின்சாரம்,21,1077
யூ,21,1078
திடீர்,21,1079
சங்கத்தின்,21,1080
தடை,21,1081
சிறு,21,1082
சம்பளத்தில்,21,1083
அதிகாரியினால்,21,1084
தகுதிகூர்,21,1085
அவ்வுத்தியோகத்தர்,21,1086
முன்பு,21,1087
எடுக்க,21,1088
ஏற்ற,21,1089
மட்டும்,21,1090
உட்பிரிவு,21,1091
சட்டத்தில்,21,1092
அத்தியாயமான,21,1093
வீட்டு,21,1094
பொதுச்,21,1095
கேட்டுக்,21,1096
முகவரிகள்,21,1097
கல்லூரி,21,1098
தொழினுட்ப,21,1099
கொழும்பு,21,1100
அனுப்புமாறு,21,1101
இன்றைய,21,1102
கொடுப்பனவுகள்,21,1103
விதிக்கப்பட்டு,21,1104
நடவடிக்கைமுறைச்,21,1105
,20,1106
நடைமுறைப்படுத்த,20,1107
திகதிகளில்,20,1108
வெற்றிகரமாக,20,1109
திட்டத்தை,20,1110
விவகார,20,1111
சேவைகளை,20,1112
பெரிதும்,20,1113
பாடசாலைக்,20,1114
